,location,total_sqft,bath,price,bhk
1802,Dodda Nekkundi,1264.0,2.0,52.0,2
1803,Dodda Nekkundi,1829.0,3.0,125.0,3
1804,Dodda Nekkundi,3400.0,4.0,530.0,4
1805,Doddaballapur,640.0,1.0,10.5,2
1806,Doddaballapur,4200.0,4.0,325.0,4
1807,Doddaballapur,2400.0,3.0,250.0,3
1808,Doddaballapur,2440.0,3.0,142.0,3
1809,Doddaballapur,1690.0,3.0,80.0,4
1810,Doddaballapur,3000.0,2.0,120.0,3
1811,Doddaballapur,2400.0,3.0,200.0,4
1812,Doddaballapur,3876.0,3.0,300.0,3
1813,Doddaballapur,654.0,1.0,49.0,1
1814,Doddaballapur,3206.0,5.0,270.0,4
1815,Doddaballapur,2776.0,4.0,195.0,3
1816,Doddakallasandra,1072.0,2.0,42.87,2
1817,Doddakallasandra,1360.0,2.0,54.4,3
1818,Doddakallasandra,1270.0,2.0,42.0,2
1819,Doddakallasandra,1360.0,2.0,54.39,3
1820,Doddakallasandra,1010.0,2.0,40.4,2
1821,Doddakallasandra,1010.0,2.0,41.0,2
1822,Doddakallasandra,1010.0,2.0,40.39,2
1823,Doddakallasandra,2493.0,3.0,115.0,3
1824,Doddakallasandra,1072.0,2.0,42.87,2
1825,Doddakallasandra,1233.0,2.0,43.0,2
1826,Doddakallasandra,2493.0,3.0,115.0,3
1827,Doddakallasandra,1010.0,2.0,40.39,2
1828,Doddakallasandra,1460.0,2.0,58.39,3
1829,Doddakallasandra,1425.0,2.0,56.99,3
1830,Doddathoguru,1050.0,2.0,32.0,2
1831,Doddathoguru,1015.0,2.0,33.5,2
1832,Doddathoguru,1100.0,2.0,50.0,2
1833,Doddathoguru,984.0,2.0,51.0,2
1834,Doddathoguru,1140.0,2.0,32.0,2
1835,Doddathoguru,1200.0,2.0,75.0,2
1836,Doddathoguru,1104.0,2.0,39.0,2
1837,Doddathoguru,550.0,1.0,17.0,1
1838,Doddathoguru,1783.0,3.0,85.0,3
1839,Doddathoguru,970.0,2.0,33.0,2
1840,Doddathoguru,907.0,2.0,40.0,2
1841,Doddathoguru,1100.0,2.0,62.0,2
1842,Doddathoguru,940.0,2.0,32.9,2
1843,Doddathoguru,1107.0,2.0,44.0,2
1844,Doddathoguru,915.0,2.0,32.0,2
1845,Doddathoguru,1382.0,3.0,65.0,3
1846,Doddathoguru,1549.0,3.0,65.0,3
1847,Doddathoguru,964.0,2.0,62.0,2
1848,Doddathoguru,1140.0,2.0,26.49,2
1849,Doddathoguru,850.0,2.0,25.0,2
1850,Doddathoguru,550.0,1.0,17.0,1
1851,Doddathoguru,855.0,2.0,32.0,2
1852,Doddathoguru,925.0,2.0,30.0,2
1853,Doddathoguru,1105.0,2.0,50.0,2
1854,Doddathoguru,750.0,1.0,25.5,1
1855,Doddathoguru,1030.0,2.0,42.0,2
1856,Domlur,1650.0,3.0,180.0,3
1857,Domlur,1429.0,3.0,86.0,3
1858,Domlur,2100.0,3.0,145.0,3
1859,Domlur,2955.0,3.0,235.0,3
1860,Domlur,2180.0,3.0,285.0,3
1861,Domlur,640.0,1.0,55.0,1
1862,Domlur,2180.0,3.0,285.0,3
1863,Domlur,1246.0,2.0,95.0,2
1864,Domlur,1695.0,3.0,125.0,3
1865,Domlur,1800.0,3.0,150.0,3
1866,Domlur,1206.0,2.0,217.0,2
1867,Domlur,1050.0,2.0,85.0,2
1868,Domlur,1276.0,2.0,80.0,2
1869,Domlur,1540.0,3.0,90.0,3
1870,Domlur,1740.0,3.0,120.0,3
1871,Domlur,650.0,1.0,70.0,1
1872,Domlur,2400.0,4.0,600.0,6
1873,Domlur,1875.0,2.0,150.0,3
1874,Domlur,1950.0,3.0,165.0,3
1875,Domlur,1720.0,3.0,135.0,3
1876,Domlur,780.0,1.0,70.0,1
1877,Domlur,1850.0,3.0,180.0,3
1878,Dommasandra,1267.0,3.0,56.0,3
1879,Dommasandra,2700.0,3.0,68.0,4
1880,Dommasandra,900.0,3.0,75.0,3
1881,Dommasandra,1500.0,2.0,40.0,2
1882,Dommasandra,674.0,1.0,19.9,2
1883,Dommasandra,1200.0,2.0,50.0,2
1884,Dommasandra,850.0,2.0,25.4,2
1885,Dommasandra,1153.0,2.0,43.5,2
1886,Dommasandra,999.0,2.0,32.9,2
1887,Dommasandra,1090.0,2.0,43.5,2
1888,Dommasandra,805.0,2.0,22.14,2
1889,EPIP Zone,1280.0,2.0,69.0,2
1890,EPIP Zone,1500.0,3.0,102.0,3
1891,EPIP Zone,2710.0,3.0,177.0,3
1892,EPIP Zone,1330.0,2.0,92.5,2
1893,EPIP Zone,2330.0,3.0,162.0,3
1894,EPIP Zone,1734.0,3.0,125.0,3
1895,EPIP Zone,1125.0,2.0,65.0,2
1896,EPIP Zone,1810.0,2.0,65.0,2
1897,EPIP Zone,1285.0,2.0,82.0,2
1898,EPIP Zone,1499.0,5.0,102.0,3
1899,EPIP Zone,1860.0,3.0,130.0,3
1900,EPIP Zone,1330.0,2.0,93.36,2
1901,EPIP Zone,2350.0,4.0,163.0,3
1902,EPIP Zone,1330.0,2.0,86.98,2
1903,EPIP Zone,2500.0,3.0,268.0,3
1904,EPIP Zone,1343.0,2.0,86.0,2
1905,EPIP Zone,2160.0,4.0,172.0,3
1906,EPIP Zone,2210.0,3.0,165.0,3
1907,Electronic City,589.0,1.0,27.0,1
1908,Electronic City,1599.0,3.0,99.0,3
1909,Electronic City,940.0,2.0,54.0,2
1910,Electronic City,630.0,1.0,60.0,1
1911,Electronic City,1111.0,3.0,50.0,3
1912,Electronic City,1355.0,2.0,73.0,2
1913,Electronic City,1025.0,2.0,53.9,2
1914,Electronic City,1599.0,3.0,125.0,3
1915,Electronic City,750.0,1.0,35.0,1
1916,Electronic City,2093.0,4.0,104.0,4
1917,Electronic City,1363.0,2.0,79.0,2
1918,Electronic City,2093.0,4.0,134.0,4
1919,Electronic City,1070.0,2.0,60.0,2
1920,Electronic City,435.0,1.0,21.0,1
1921,Electronic City,1070.0,2.0,57.0,2
1922,Electronic City,1700.0,3.0,90.0,3
1923,Electronic City,2010.0,3.0,201.0,3
1924,Electronic City,1128.0,2.0,65.7,2
1925,Electronic City,1360.0,2.0,64.99,3
1926,Electronic City,1350.0,3.0,58.0,3
1927,Electronic City,1350.0,3.0,66.0,3
1928,Electronic City,1355.0,2.0,67.0,2
1929,Electronic City,1152.0,2.0,65.0,2
1930,Electronic City,1025.0,2.0,47.0,3
1931,Electronic City,1500.0,2.0,100.0,3
1932,Electronic City,1275.0,3.0,63.43,3
1933,Electronic City,1090.0,2.0,31.48,1
1934,Electronic City,1571.0,3.0,89.0,3
1935,Electronic City,1060.0,2.0,55.0,2
1936,Electronic City,1631.0,3.0,80.0,3
1937,Electronic City,1353.0,2.0,75.0,2
1938,Electronic City,1128.0,2.0,67.0,2
1939,Electronic City,1500.0,2.0,77.5,3
1940,Electronic City,1128.0,2.0,63.0,2
1941,Electronic City,1518.0,3.0,75.0,3
1942,Electronic City,1600.0,3.0,104.0,3
1943,Electronic City,1615.0,3.0,97.0,3
1944,Electronic City,1650.0,3.0,100.0,3
1945,Electronic City,1073.0,2.0,60.0,2
1946,Electronic City,1652.0,3.0,70.0,3
1947,Electronic City,1128.0,2.0,68.0,2
1948,Electronic City,1060.0,2.0,60.0,2
1949,Electronic City,1500.0,3.0,73.0,3
1950,Electronic City,550.0,1.0,12.0,1
1951,Electronic City,1342.0,2.0,90.0,2
1952,Electronic City,1128.0,2.0,65.0,2
1953,Electronic City,1200.0,3.0,150.0,3
1954,Electronic City,630.0,1.0,47.0,1
1955,Electronic City,1128.0,2.0,63.5,2
1956,Electronic City,589.0,1.0,29.0,1
1957,Electronic City,2435.0,4.0,119.0,4
1958,Electronic City,1152.0,2.0,64.5,2
1959,Electronic City,1500.0,2.0,78.25,3
1960,Electronic City,1108.0,2.0,63.0,2
1961,Electronic City,1200.0,3.0,90.0,3
1962,Electronic City,1575.0,3.0,94.5,3
1963,Electronic City,1700.0,3.0,75.0,3
1964,Electronic City,1200.0,4.0,125.0,4
1965,Electronic City,1500.0,2.0,64.5,3
1966,Electronic City,1025.0,2.0,54.0,2
1967,Electronic City,1374.0,2.0,72.0,3
1968,Electronic City,1500.0,2.0,64.5,3
1969,Electronic City,1500.0,2.0,70.0,3
1970,Electronic City,1449.0,3.0,90.0,3
1971,Electronic City,630.0,1.0,34.65,1
1972,Electronic City,1571.0,3.0,105.0,3
1973,Electronic City,1070.0,2.0,58.0,2
1974,Electronic City,1025.0,2.0,54.5,2
1975,Electronic City,1800.0,3.0,95.0,3
1976,Electronic City,1500.0,2.0,75.0,3
1977,Electronic City,630.0,1.0,47.0,1
1978,Electronic City,1360.0,2.0,70.5,3
1979,Electronic City,1140.0,2.0,70.93,2
1980,Electronic City,1221.0,2.0,68.0,2
1981,Electronic City,1563.0,3.0,91.84,3
1982,Electronic City,1296.0,2.0,65.0,2
1983,Electronic City,700.0,1.0,35.0,1
1984,Electronic City,1500.0,2.0,78.0,3
1985,Electronic City,1575.0,3.0,101.0,3
1986,Electronic City,1125.0,2.0,58.0,2
1987,Electronic City,1108.0,2.0,67.15,2
1988,Electronic City,1070.0,2.0,60.0,2
1989,Electronic City,1108.0,2.0,63.0,2
1990,Electronic City,1575.0,3.0,90.0,3
1991,Electronic City,630.0,1.0,40.5,1
1992,Electronic City,605.0,1.0,22.0,1
1993,Electronic City,435.0,1.0,19.5,1
1994,Electronic City,1128.0,2.0,65.49,2
1995,Electronic City,710.0,1.0,40.42,1
1996,Electronic City,1360.0,2.0,70.0,3
1997,Electronic City,770.0,1.0,40.0,2
1998,Electronic City,1691.0,2.0,102.0,3
1999,Electronic City,1800.0,3.0,190.0,4
2000,Electronic City,1128.0,2.0,65.45,2
2001,Electronic City,1360.0,2.0,58.0,3
2002,Electronic City,1128.0,2.0,65.35,2
2003,Electronic City,630.0,1.0,46.0,1
2004,Electronic City,770.0,1.0,39.9,2
2005,Electronic City,1152.0,2.0,65.75,2
2006,Electronic City,630.0,1.0,33.7,1
2007,Electronic City,635.0,1.0,28.0,1
2008,Electronic City,1128.0,2.0,64.0,2
2009,Electronic City,1070.0,2.0,56.1,2
2010,Electronic City,890.0,2.0,45.0,2
2011,Electronic City,1652.0,3.0,110.0,3
2012,Electronic City,1571.0,3.0,83.0,3
2013,Electronic City,1128.0,2.0,65.58,2
2014,Electronic City,1355.0,2.0,97.6,2
2015,Electronic City,1025.0,2.0,54.1,2
2016,Electronic City,1070.0,2.0,53.0,2
2017,Electronic City,635.0,1.0,28.0,1
2018,Electronic City,1128.0,2.0,65.4,2
2019,Electronic City,2000.0,4.0,120.0,4
2020,Electronic City,1128.0,2.0,65.65,2
2021,Electronic City,1355.0,2.0,72.9,2
2022,Electronic City,605.0,1.0,13.31,1
2023,Electronic City,1128.0,2.0,64.0,2
2024,Electronic City,1609.0,3.0,115.0,3
2025,Electronic City,1060.0,2.0,58.0,2
2026,Electronic City,1500.0,2.0,78.0,3
2027,Electronic City,1360.0,2.0,75.0,3
2028,Electronic City,1070.0,2.0,55.0,2
2029,Electronic City,530.0,1.0,13.5,1
2030,Electronic City,1400.0,3.0,90.0,3
2031,Electronic City,1449.0,3.0,100.0,3
2032,Electronic City,1250.0,2.0,62.0,2
2033,Electronic City,418.0,1.0,12.0,1
2034,Electronic City,1644.0,3.0,92.59,3
2035,Electronic City,770.0,1.0,38.0,2
2036,Electronic City,1128.0,2.0,64.8,2
2037,Electronic City,1070.0,2.0,54.0,2
2038,Electronic City,1070.0,2.0,55.0,2
2039,Electronic City,1386.0,2.0,85.0,2
2040,Electronic City,1275.0,3.0,70.0,3
2041,Electronic City,1258.0,2.0,85.5,2
2042,Electronic City,550.0,1.0,27.0,1
2043,Electronic City,435.0,1.0,22.0,1
2044,Electronic City,1060.0,2.0,55.0,2
2045,Electronic City,1070.0,2.0,55.0,2
2046,Electronic City,1128.0,2.0,68.75,2
2047,Electronic City,1800.0,3.0,700.0,4
2048,Electronic City,1360.0,2.0,71.0,3
2049,Electronic City,1342.0,2.0,73.3,2
2050,Electronic City,1128.0,2.0,65.5,2
2051,Electronic City,1287.0,3.0,55.0,3
2052,Electronic City,1342.0,2.0,72.0,2
2053,Electronic City,1128.0,2.0,65.0,2
2054,Electronic City Phase II,911.0,2.0,26.5,2
2055,Electronic City Phase II,2187.5,4.0,105.0,4
2056,Electronic City Phase II,1219.0,2.0,61.25,2
2057,Electronic City Phase II,1200.0,2.0,34.65,2
2058,Electronic City Phase II,1135.0,2.0,46.0,2
2059,Electronic City Phase II,1150.0,3.0,46.0,3
2060,Electronic City Phase II,1140.0,2.0,33.06,2
2061,Electronic City Phase II,1031.0,2.0,54.48,2
2062,Electronic City Phase II,1065.0,2.0,30.75,2
2063,Electronic City Phase II,1065.0,2.0,30.76,2
2064,Electronic City Phase II,1252.0,2.0,67.0,2
2065,Electronic City Phase II,1031.0,2.0,55.0,2
2066,Electronic City Phase II,1219.0,2.0,61.26,2
2067,Electronic City Phase II,1300.0,2.0,28.0,2
2068,Electronic City Phase II,1900.0,3.0,97.0,4
2069,Electronic City Phase II,1160.0,2.0,33.5,2
2070,Electronic City Phase II,1160.0,2.0,33.5,2
2071,Electronic City Phase II,1020.0,2.0,27.43,2
2072,Electronic City Phase II,1070.0,2.0,45.0,2
2073,Electronic City Phase II,1025.0,2.0,26.65,2
2074,Electronic City Phase II,1065.0,2.0,30.75,2
2075,Electronic City Phase II,975.0,2.0,45.0,3
2076,Electronic City Phase II,1192.0,2.0,47.0,3
2077,Electronic City Phase II,6000.0,4.0,260.0,4
2078,Electronic City Phase II,1025.0,2.0,29.6,2
2079,Electronic City Phase II,1116.0,2.0,37.0,2
2080,Electronic City Phase II,1940.0,4.0,116.0,3
2081,Electronic City Phase II,1020.0,2.0,29.45,2
2082,Electronic City Phase II,1800.0,3.0,92.0,3
2083,Electronic City Phase II,829.0,2.0,22.8,2
2084,Electronic City Phase II,1000.0,2.0,28.88,2
2085,Electronic City Phase II,1125.0,2.0,29.25,2
2086,Electronic City Phase II,1252.0,2.0,65.0,3
2087,Electronic City Phase II,925.0,2.0,49.82,3
2088,Electronic City Phase II,1140.0,2.0,28.5,2
2089,Electronic City Phase II,1031.0,2.0,53.0,2
2090,Electronic City Phase II,993.0,2.0,50.0,3
2091,Electronic City Phase II,1065.0,2.0,30.88,2
2092,Electronic City Phase II,1286.0,2.0,69.0,2
2093,Electronic City Phase II,1549.0,3.0,80.0,3
2094,Electronic City Phase II,1140.0,2.0,32.92,2
2095,Electronic City Phase II,1160.0,2.0,33.51,2
2096,Electronic City Phase II,1065.0,2.0,56.13,2
2097,Electronic City Phase II,1125.0,2.0,32.49,2
2098,Electronic City Phase II,1790.0,3.0,100.0,3
2099,Electronic City Phase II,920.0,2.0,26.0,2
2100,Electronic City Phase II,972.0,2.0,40.0,2
2101,Electronic City Phase II,769.0,2.0,40.0,2
2102,Electronic City Phase II,1140.0,2.0,33.84,2
2103,Electronic City Phase II,1160.0,2.0,33.51,2
2104,Electronic City Phase II,1165.0,2.0,33.64,2
2105,Electronic City Phase II,1418.0,3.0,52.47,3
2106,Electronic City Phase II,1305.0,3.0,65.0,3
2107,Electronic City Phase II,1090.0,2.0,31.48,2
2108,Electronic City Phase II,650.0,1.0,35.0,1
2109,Electronic City Phase II,1155.0,2.0,57.0,2
2110,Electronic City Phase II,1253.0,2.0,65.8,2
2111,Electronic City Phase II,1089.0,2.0,32.67,2
2112,Electronic City Phase II,1116.0,2.0,40.0,2
2113,Electronic City Phase II,1252.0,2.0,65.0,3
2114,Electronic City Phase II,900.0,2.0,32.5,2
2115,Electronic City Phase II,1140.0,2.0,32.92,2
2116,Electronic City Phase II,575.0,1.0,16.75,1
2117,Electronic City Phase II,1125.0,2.0,32.63,2
2118,Electronic City Phase II,1000.0,2.0,28.88,2
2119,Electronic City Phase II,1000.0,2.0,28.88,2
2120,Electronic City Phase II,1000.0,2.0,28.88,2
2121,Electronic City Phase II,1336.0,2.0,50.35,3
2122,Electronic City Phase II,1200.0,1.0,295.0,1
2123,Electronic City Phase II,1165.0,2.0,30.29,2
2124,Electronic City Phase II,1125.0,2.0,32.49,2
2125,Electronic City Phase II,1200.0,2.0,34.65,2
2126,Electronic City Phase II,1140.0,2.0,33.06,2
2127,Electronic City Phase II,1160.0,2.0,52.2,2
2128,Electronic City Phase II,1140.0,2.0,34.0,2
2129,Electronic City Phase II,3550.0,2.0,167.5,4
2130,Electronic City Phase II,1244.0,2.0,55.0,2
2131,Electronic City Phase II,1000.0,2.0,28.88,2
2132,Electronic City Phase II,1020.0,2.0,32.0,2
2133,Electronic City Phase II,1056.0,2.0,39.07,2
2134,Electronic City Phase II,1395.0,2.0,62.78,3
2135,Electronic City Phase II,1020.0,2.0,30.6,2
2136,Electronic City Phase II,630.0,1.0,28.35,1
2137,Electronic City Phase II,1069.0,2.0,45.0,2
2138,Electronic City Phase II,1090.0,2.0,28.34,2
2139,Electronic City Phase II,775.0,2.0,38.0,2
2140,Electronic City Phase II,1031.0,2.0,56.35,2
2141,Electronic City Phase II,972.0,2.0,44.0,2
2142,Electronic City Phase II,2400.0,3.0,150.0,2
2143,Electronic City Phase II,1000.0,2.0,28.88,2
2144,Electronic City Phase II,2225.0,4.0,98.88,4
2145,Electronic City Phase II,1003.0,2.0,40.6,2
2146,Electronic City Phase II,1205.0,2.0,75.0,2
2147,Electronic City Phase II,1266.0,2.0,59.0,2
2148,Electronic City Phase II,1160.0,2.0,33.5,2
2149,Electronic City Phase II,630.0,1.0,40.0,1
2150,Electronic City Phase II,1000.0,2.0,25.0,2
2151,Electronic City Phase II,1031.0,2.0,55.0,2
2152,Electronics City Phase 1,785.0,1.0,55.0,1
2153,Electronics City Phase 1,1550.0,2.0,82.0,3
2154,Electronics City Phase 1,1490.0,3.0,84.0,3
2155,Electronics City Phase 1,360.0,1.0,16.9,1
2156,Electronics City Phase 1,755.0,1.0,42.41,1
2157,Electronics City Phase 1,1025.0,2.0,90.0,2
2158,Electronics City Phase 1,1170.0,2.0,62.0,2
2159,Electronics City Phase 1,1490.0,3.0,78.8,3
2160,Electronics City Phase 1,1475.0,3.0,78.29,3
2161,Electronics City Phase 1,1450.0,3.0,70.0,3
2162,Electronics City Phase 1,1750.0,3.0,84.0,3
2163,Electronics City Phase 1,2040.0,3.0,137.0,3
2164,Electronics City Phase 1,1350.0,3.0,71.0,3
2165,Electronics City Phase 1,645.0,1.0,42.5,1
2166,Electronics City Phase 1,1245.0,2.0,75.0,2
2167,Electronics City Phase 1,755.0,1.0,30.12,1
2168,Electronics City Phase 1,1595.0,3.0,75.0,3
2169,Electronics City Phase 1,585.0,1.0,21.0,1
2170,Electronics City Phase 1,1175.0,2.0,64.98,2
2171,Electronics City Phase 1,1700.0,3.0,111.0,3
2172,Electronics City Phase 1,1800.0,3.0,93.0,3
2173,Electronics City Phase 1,1450.0,3.0,72.54,3
2174,Electronics City Phase 1,1125.0,2.0,65.0,2
2175,Electronics City Phase 1,1450.0,3.0,79.0,3
2176,Electronics City Phase 1,640.0,1.0,45.0,1
2177,Electronics City Phase 1,638.0,1.0,32.0,1
2178,Electronics City Phase 1,1190.0,2.0,68.0,2
2179,Electronics City Phase 1,762.5,1.0,45.4,1
2180,Electronics City Phase 1,1015.0,2.0,56.0,2
2181,Electronics City Phase 1,635.0,1.0,26.0,1
2182,Electronics City Phase 1,650.0,1.0,23.0,1
2183,Electronics City Phase 1,1175.0,2.0,69.0,2
2184,Electronics City Phase 1,1515.0,2.0,80.91,3
2185,Electronics City Phase 1,580.0,1.0,27.0,1
2186,Electronics City Phase 1,630.0,1.0,39.0,1
2187,Electronics City Phase 1,1124.0,2.0,55.0,3
2188,Electronics City Phase 1,1340.0,2.0,75.0,2
2189,Electronics City Phase 1,1555.0,2.0,82.0,3
2190,Frazer Town,2560.0,3.0,265.0,3
2191,Frazer Town,1315.0,2.0,140.0,2
2192,Frazer Town,2900.0,4.0,325.0,4
2193,Frazer Town,560.0,1.0,90.0,1
2194,Frazer Town,2000.0,3.0,200.0,3
2195,Frazer Town,2079.0,3.0,220.0,3
2196,Frazer Town,2560.0,3.0,288.0,3
2197,Frazer Town,3500.0,4.0,330.0,3
2198,Frazer Town,2214.0,3.0,350.0,3
2199,Frazer Town,896.0,1.0,100.0,1
2200,Frazer Town,1550.0,2.0,140.0,2
2201,Frazer Town,3100.0,3.0,400.0,3
2202,Frazer Town,2350.0,2.0,423.0,5
2203,Frazer Town,1180.0,2.0,105.0,2
2204,Frazer Town,3436.0,5.0,341.0,4
2205,Frazer Town,1750.0,3.0,150.0,3
2206,Frazer Town,2801.25,4.0,462.0,5
2207,Frazer Town,2350.0,4.0,285.0,3
2208,Frazer Town,1200.0,2.0,78.0,2
2209,Frazer Town,1870.0,3.0,180.0,3
2210,Frazer Town,2400.0,3.0,260.0,3
2211,Frazer Town,3435.0,2.0,341.0,4
2212,Frazer Town,1706.0,3.0,154.0,3
2213,Frazer Town,1870.0,3.0,185.0,3
2214,Frazer Town,1700.0,3.0,180.0,3
2215,Frazer Town,4100.0,4.0,660.0,4
2216,Frazer Town,1625.0,2.0,75.0,2
2217,Frazer Town,3436.0,5.0,345.0,4
2218,Frazer Town,1420.0,2.0,120.0,2
2219,GM Palaya,1000.0,2.0,35.0,2
2220,GM Palaya,1225.0,2.0,47.0,2
2221,GM Palaya,1643.0,2.0,70.0,3
2222,GM Palaya,1030.0,2.0,60.0,2
2223,GM Palaya,1000.0,2.0,36.0,2
2224,GM Palaya,1735.0,3.0,70.0,3
2225,GM Palaya,1140.0,2.0,48.95,2
2226,GM Palaya,1315.0,2.0,65.0,3
2227,GM Palaya,675.0,1.0,35.0,1
2228,GM Palaya,1820.0,2.0,86.0,3
2229,GM Palaya,1315.0,3.0,64.0,3
2230,GM Palaya,1315.0,3.0,65.0,3
2231,Garudachar Palya,1060.0,2.0,48.5,2
2232,Garudachar Palya,1325.0,2.0,60.8,3
2233,Garudachar Palya,1060.0,2.0,48.66,2
2234,Garudachar Palya,1060.0,2.0,48.7,2
2235,Garudachar Palya,1610.0,2.0,119.0,3
2236,Garudachar Palya,4500.0,5.0,400.0,4
2237,Garudachar Palya,1295.0,2.0,59.5,3
2238,Garudachar Palya,1295.0,2.0,59.5,3
2239,Garudachar Palya,1325.0,2.0,60.8,3
2240,Garudachar Palya,1320.0,2.0,60.6,3
2241,Garudachar Palya,1154.0,2.0,51.8,2
2242,Garudachar Palya,1150.0,2.0,52.75,2
2243,Garudachar Palya,1150.0,2.0,52.8,2
2244,Garudachar Palya,1150.0,2.0,52.0,2
2245,Garudachar Palya,1150.0,2.0,52.5,2
2246,Garudachar Palya,1150.0,2.0,52.8,2
2247,Garudachar Palya,1960.0,3.0,160.0,3
2248,Giri Nagar,2400.0,4.0,400.0,4
2249,Giri Nagar,4500.0,5.0,250.0,7
2250,Giri Nagar,4000.0,3.0,750.0,4
2251,Giri Nagar,3000.0,4.0,375.0,6
2252,Giri Nagar,2400.0,4.0,400.0,4
2253,Giri Nagar,600.0,1.0,125.0,1
2254,Giri Nagar,1350.0,3.0,240.0,3
2255,Giri Nagar,2400.0,6.0,400.0,6
2256,Giri Nagar,1800.0,3.0,252.0,3
2257,Giri Nagar,650.0,2.0,42.0,2
2258,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
2259,Gollarapalya Hosahalli,996.0,2.0,49.0,2
2260,Gollarapalya Hosahalli,861.0,2.0,36.5,2
2261,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
2262,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
2263,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
2264,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
2265,Gollarapalya Hosahalli,996.0,2.0,36.5,2
2266,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2267,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2268,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
2269,Gottigere,1222.0,2.0,63.0,2
2270,Gottigere,1280.0,2.0,61.0,2
2271,Gottigere,967.0,2.0,45.0,2
2272,Gottigere,950.0,2.0,38.0,2
2273,Gottigere,1110.0,2.0,36.25,2
2274,Gottigere,1380.0,2.0,95.0,3
2275,Gottigere,1304.0,3.0,80.0,3
2276,Gottigere,1235.0,2.0,63.0,2
2277,Gottigere,1010.0,2.0,35.0,2
2278,Gottigere,990.0,2.0,40.0,2
2279,Gottigere,1200.0,2.0,95.0,2
2280,Gottigere,1500.0,3.0,63.0,3
2281,Gottigere,1205.0,2.0,56.58,2
2282,Gottigere,1200.0,2.0,50.0,2
2283,Gottigere,1100.0,2.0,40.0,2
2284,Gottigere,1621.0,3.0,72.0,3
2285,Gottigere,2500.0,3.0,120.0,4
2286,Gottigere,1200.0,2.0,40.0,2
2287,Gottigere,1460.0,2.0,65.0,3
2288,Gottigere,812.0,1.0,26.0,1
2289,Gottigere,1618.0,3.0,82.5,3
2290,Gottigere,1170.0,2.0,40.0,2
2291,Gottigere,1000.0,2.0,35.0,2
2292,Gottigere,1120.0,2.0,50.0,2
2293,Gottigere,891.0,2.0,25.0,2
2294,Gottigere,1300.0,3.0,65.0,3
2295,Gottigere,1245.0,2.0,59.0,2
2296,Gottigere,1230.0,2.0,52.0,3
2297,Gottigere,1410.0,2.0,45.0,2
2298,Gottigere,1075.0,2.0,30.0,2
2299,Gottigere,1806.0,1.0,150.0,1
2300,Gottigere,1153.0,2.0,48.5,2
2301,Gottigere,1613.0,3.0,72.0,3
2302,Gottigere,1500.0,4.0,100.0,5
2303,Gottigere,1493.0,2.0,90.0,3
2304,Gottigere,812.0,1.0,26.0,1
2305,Gottigere,1435.0,2.0,62.0,3
2306,Gottigere,945.0,2.0,45.0,2
2307,Gottigere,1100.0,2.0,28.0,2
2308,Gottigere,1500.0,3.0,70.0,3
2309,Gottigere,1385.0,3.0,64.0,3
2310,Green Glen Layout,1752.0,3.0,105.0,3
2311,Green Glen Layout,1625.0,3.0,70.0,3
2312,Green Glen Layout,1751.0,2.0,115.0,3
2313,Green Glen Layout,1680.0,4.0,95.0,3
2314,Green Glen Layout,1623.29,2.0,105.0,3
2315,Green Glen Layout,1740.0,3.0,80.0,3
2316,Green Glen Layout,1645.0,3.0,110.0,3
2317,Green Glen Layout,940.0,2.0,56.8,2
2318,Green Glen Layout,1776.42,3.0,105.0,3
2319,Green Glen Layout,1750.0,3.0,130.0,3
2320,Green Glen Layout,1250.0,2.0,75.0,2
2321,Green Glen Layout,1485.0,3.0,115.0,3
2322,Green Glen Layout,3250.0,4.0,230.0,4
2323,Green Glen Layout,1517.0,3.0,100.0,3
2324,Green Glen Layout,1670.0,3.0,120.0,3
2325,Green Glen Layout,1750.0,3.0,120.0,3
2326,Green Glen Layout,1715.0,3.0,115.0,3
2327,Green Glen Layout,1715.0,3.0,112.0,3
2328,Green Glen Layout,1600.0,3.0,105.0,3
2329,Green Glen Layout,3150.0,4.0,218.0,4
2330,Green Glen Layout,1530.0,3.0,105.0,3
2331,Green Glen Layout,1715.0,3.0,105.0,3
2332,Green Glen Layout,1630.0,3.0,68.0,3
2333,Green Glen Layout,1075.0,2.0,60.0,2
2334,Green Glen Layout,1717.0,3.0,125.0,3
2335,Green Glen Layout,3250.0,4.0,230.0,4
2336,Green Glen Layout,1750.0,3.0,81.0,3
2337,Green Glen Layout,1970.0,3.0,160.0,3
2338,Green Glen Layout,1751.0,3.0,115.0,3
2339,Green Glen Layout,1715.0,3.0,120.0,3
2340,Green Glen Layout,1885.0,3.0,135.0,3
2341,Green Glen Layout,1050.0,2.0,48.0,2
2342,Green Glen Layout,2000.0,3.0,165.0,3
2343,Green Glen Layout,1725.0,3.0,130.0,3
2344,Green Glen Layout,1715.0,3.0,115.0,3
